title,alias_short,act,scene
Coriolanus,ALL CONSP.,Act 5,Scene 6
Coriolanus,ALL PLEBEIANS.,Act 2,Scene 3
Coriolanus,ALL PLEBEIANS.,Act 3,Scene 1
Coriolanus,ALL PLEBEIANS.,Act 3,Scene 3
Coriolanus,ALL VOL. LORDS.,Act 5,Scene 6
Coriolanus,ALL. ROM. CIT.,Act 1,Scene 1
Coriolanus,ALL. ROM. CIT.,Act 2,Scene 3
Coriolanus,ALL. ROM. CIT.,Act 4,Scene 6
Coriolanus,ALL. ROM. SOLD.,Act 1,Scene 4
Coriolanus,ALL. ROM. SOLD.,Act 1,Scene 6
Coriolanus,ALL. ROM. SOLD.,Act 1,Scene 7
Coriolanus,ALL. ROM. SOLD.,Act 1,Scene 9
Coriolanus,ALL. ROM. SOLD.,Act 2,Scene 1
Coriolanus,ALL. VOL. SEN.,Act 1,Scene 2
Coriolanus,ALL. VOL. SEN.,Act 1,Scene 4
Coriolanus,Attendants,Act 5,Scene 3
Coriolanus,Attendants,Act 5,Scene 6
Coriolanus,AUF.,Act 1,Scene 10
Coriolanus,AUF.,Act 1,Scene 2
Coriolanus,AUF.,Act 1,Scene 8
Coriolanus,AUF.,Act 4,Scene 5
Coriolanus,AUF.,Act 4,Scene 7
Coriolanus,AUF.,Act 5,Scene 2
Coriolanus,AUF.,Act 5,Scene 3
Coriolanus,AUF.,Act 5,Scene 6
Coriolanus,BOTH. AEDILES.,Act 3,Scene 1
Coriolanus,BRU.,Act 1,Scene 1
Coriolanus,BRU.,Act 2,Scene 1
Coriolanus,BRU.,Act 2,Scene 2
Coriolanus,BRU.,Act 2,Scene 3
Coriolanus,BRU.,Act 3,Scene 1
Coriolanus,BRU.,Act 3,Scene 3
Coriolanus,BRU.,Act 4,Scene 2
Coriolanus,BRU.,Act 4,Scene 6
Coriolanus,BRU.,Act 5,Scene 1
Coriolanus,Captains,Act 1,Scene 4
Coriolanus,Captains,Act 2,Scene 1
Coriolanus,CIT. ANT.,Act 4,Scene 4
Coriolanus,COM.,Act 1,Scene 1
Coriolanus,COM.,Act 1,Scene 6
Coriolanus,COM.,Act 1,Scene 7
Coriolanus,COM.,Act 1,Scene 9
Coriolanus,COM.,Act 2,Scene 1
Coriolanus,COM.,Act 2,Scene 2
Coriolanus,COM.,Act 3,Scene 1
Coriolanus,COM.,Act 3,Scene 2
Coriolanus,COM.,Act 3,Scene 3
Coriolanus,COM.,Act 4,Scene 1
Coriolanus,COM.,Act 4,Scene 6
Coriolanus,COM.,Act 5,Scene 1
Coriolanus,Commoners,Act 5,Scene 6
Coriolanus,COR.,Act 2,Scene 1
Coriolanus,COR.,Act 2,Scene 2
Coriolanus,COR.,Act 2,Scene 3
Coriolanus,COR.,Act 3,Scene 1
Coriolanus,COR.,Act 3,Scene 2
Coriolanus,COR.,Act 3,Scene 3
Coriolanus,COR.,Act 4,Scene 1
Coriolanus,COR.,Act 4,Scene 4
Coriolanus,COR.,Act 4,Scene 5
Coriolanus,COR.,Act 5,Scene 2
Coriolanus,COR.,Act 5,Scene 3
Coriolanus,COR.,Act 5,Scene 6
Coriolanus,GENT.,Act 1,Scene 3
Coriolanus,Gentry,Act 3,Scene 1
Coriolanus,Guards,Act 5,Scene 2
Coriolanus,LART.,Act 1,Scene 1
Coriolanus,LART.,Act 1,Scene 4
Coriolanus,LART.,Act 1,Scene 5
Coriolanus,LART.,Act 1,Scene 7
Coriolanus,LART.,Act 1,Scene 9
Coriolanus,LART.,Act 2,Scene 1
Coriolanus,LART.,Act 3,Scene 1
Coriolanus,Lictors,Act 2,Scene 2
Coriolanus,LIEU. AUF.,Act 4,Scene 7
Coriolanus,LIEU. LART.,Act 1,Scene 7
Coriolanus,Lords,Act 5,Scene 5
Coriolanus,MAR.,Act 1,Scene 1
Coriolanus,MAR.,Act 1,Scene 4
Coriolanus,MAR.,Act 1,Scene 5
Coriolanus,MAR.,Act 1,Scene 6
Coriolanus,MAR.,Act 1,Scene 7
Coriolanus,MAR.,Act 1,Scene 8
Coriolanus,MAR.,Act 1,Scene 9
Coriolanus,MAR.,Act 5,Scene 3
Coriolanus,MAR.,Act 5,Scene 6
Coriolanus,MEN.,Act 1,Scene 1
Coriolanus,MEN.,Act 2,Scene 1
Coriolanus,MEN.,Act 2,Scene 2
Coriolanus,MEN.,Act 2,Scene 3
Coriolanus,MEN.,Act 3,Scene 1
Coriolanus,MEN.,Act 3,Scene 2
Coriolanus,MEN.,Act 3,Scene 3
Coriolanus,MEN.,Act 4,Scene 1
Coriolanus,MEN.,Act 4,Scene 2
Coriolanus,MEN.,Act 4,Scene 6
Coriolanus,MEN.,Act 5,Scene 1
Coriolanus,MEN.,Act 5,Scene 2
Coriolanus,MEN.,Act 5,Scene 4
Coriolanus,NIC.,Act 4,Scene 3
Coriolanus,PATRICIANS,Act 3,Scene 2
Coriolanus,PATRICIANS,Act 3,Scene 3
Coriolanus,ROM. HER.,Act 2,Scene 1
Coriolanus,SCOUT.,Act 1,Scene 7
Coriolanus,SENATORS.,Act 1,Scene 1
Coriolanus,SENATORS.,Act 2,Scene 2
Coriolanus,SENATORS.,Act 3,Scene 1
Coriolanus,SENATORS.,Act 3,Scene 2
Coriolanus,SENATORS.,Act 3,Scene 3
Coriolanus,SENATORS.,Act 5,Scene 5
Coriolanus,SIC.,Act 1,Scene 1
Coriolanus,SIC.,Act 2,Scene 1
Coriolanus,SIC.,Act 2,Scene 2
Coriolanus,SIC.,Act 2,Scene 3
Coriolanus,SIC.,Act 3,Scene 1
Coriolanus,SIC.,Act 3,Scene 3
Coriolanus,SIC.,Act 4,Scene 2
Coriolanus,SIC.,Act 4,Scene 6
Coriolanus,SIC.,Act 5,Scene 1
Coriolanus,SIC.,Act 5,Scene 4
Coriolanus,USH.,Act 1,Scene 3
Coriolanus,VAL.,Act 1,Scene 3
Coriolanus,VAL.,Act 2,Scene 1
Coriolanus,VAL.,Act 5,Scene 3
Coriolanus,VAL.,Act 5,Scene 5
Coriolanus,VIR.,Act 1,Scene 3
Coriolanus,VIR.,Act 2,Scene 1
Coriolanus,VIR.,Act 4,Scene 1
Coriolanus,VIR.,Act 4,Scene 2
Coriolanus,VIR.,Act 5,Scene 3
Coriolanus,VIR.,Act 5,Scene 5
Coriolanus,VOL.,Act 1,Scene 3
Coriolanus,VOL.,Act 2,Scene 1
Coriolanus,VOL.,Act 3,Scene 2
Coriolanus,VOL.,Act 4,Scene 1
Coriolanus,VOL.,Act 4,Scene 2
Coriolanus,VOL.,Act 5,Scene 3
Coriolanus,VOL.,Act 5,Scene 5
Coriolanus,VOL. SOLDS,Act 1,Scene 10
Coriolanus,VOL. SOLDS,Act 1,Scene 4
Coriolanus,VOL. SOLDS,Act 1,Scene 8
Cymbeline,1. BRIT. CAP.,Act 5,Scene 3
Cymbeline,1. GENT.,Act 1,Scene 1
Cymbeline,1. JAIL.,Act 5,Scene 4
Cymbeline,1. LORD.,Act 1,Scene 2
Cymbeline,1. LORD.,Act 2,Scene 1
Cymbeline,1. LORD.,Act 2,Scene 3
Cymbeline,1. LORD.,Act 3,Scene 1
Cymbeline,1. LORD.,Act 4,Scene 3
Cymbeline,1. SEN.,Act 3,Scene 7
Cymbeline,2. BRIT. CAP.,Act 5,Scene 3
Cymbeline,2. GENT.,Act 1,Scene 1
Cymbeline,2. JAIL.,Act 5,Scene 4
Cymbeline,2. LORD.,Act 1,Scene 2
Cymbeline,2. LORD.,Act 2,Scene 1
Cymbeline,2. LORD.,Act 2,Scene 3
Cymbeline,2. LORD.,Act 3,Scene 1
Cymbeline,2. LORD.,Act 4,Scene 3
Cymbeline,2. SEN.,Act 3,Scene 7
Cymbeline,APP. 1. BRO.,Act 5,Scene 4
Cymbeline,APP. 2. BRO.,Act 5,Scene 4
Cymbeline,ARV.,Act 3,Scene 3
Cymbeline,ARV.,Act 3,Scene 6
Cymbeline,ARV.,Act 4,Scene 2
Cymbeline,ARV.,Act 4,Scene 4
Cymbeline,ARV.,Act 5,Scene 2
Cymbeline,ARV.,Act 5,Scene 3
Cymbeline,ARV.,Act 5,Scene 5
Cymbeline,Attendants,Act 3,Scene 1
Cymbeline,Attendants,Act 4,Scene 3
Cymbeline,Attendants,Act 5,Scene 5
Cymbeline,BEL.,Act 3,Scene 3
Cymbeline,BEL.,Act 3,Scene 6
Cymbeline,BEL.,Act 4,Scene 2
Cymbeline,BEL.,Act 4,Scene 4
Cymbeline,BEL.,Act 5,Scene 2
Cymbeline,BEL.,Act 5,Scene 3
Cymbeline,BEL.,Act 5,Scene 5
Cymbeline,BRIT. LORD.,Act 5,Scene 3
Cymbeline,BRIT. SOLD.,Act 5,Scene 3
Cymbeline,CAP.,Act 4,Scene 2
Cymbeline,CLO.,Act 1,Scene 2
Cymbeline,CLO.,Act 2,Scene 1
Cymbeline,CLO.,Act 2,Scene 3
Cymbeline,CLO.,Act 3,Scene 1
Cymbeline,CLO.,Act 3,Scene 5
Cymbeline,CLO.,Act 4,Scene 1
Cymbeline,CLO.,Act 4,Scene 2
Cymbeline,COR.,Act 1,Scene 5
Cymbeline,COR.,Act 5,Scene 5
Cymbeline,CYM.,Act 1,Scene 1
Cymbeline,CYM.,Act 2,Scene 3
Cymbeline,CYM.,Act 3,Scene 1
Cymbeline,CYM.,Act 3,Scene 5
Cymbeline,CYM.,Act 4,Scene 3
Cymbeline,CYM.,Act 5,Scene 2
Cymbeline,CYM.,Act 5,Scene 3
Cymbeline,CYM.,Act 5,Scene 5
Cymbeline,DUTCHMAN.,Act 1,Scene 4
Cymbeline,FRENCH.,Act 1,Scene 4
Cymbeline,GUARD.,Act 5,Scene 5
Cymbeline,GUI.,Act 3,Scene 3
Cymbeline,GUI.,Act 3,Scene 6
Cymbeline,GUI.,Act 4,Scene 2
Cymbeline,GUI.,Act 4,Scene 4
Cymbeline,GUI.,Act 5,Scene 2
Cymbeline,GUI.,Act 5,Scene 3
Cymbeline,GUI.,Act 5,Scene 5
Cymbeline,HEL.,Act 1,Scene 3
Cymbeline,HEL.,Act 2,Scene 2
Cymbeline,HEL.,Act 2,Scene 3
Cymbeline,IMO.,Act 1,Scene 1
Cymbeline,IMO.,Act 1,Scene 3
Cymbeline,IMO.,Act 1,Scene 6
Cymbeline,IMO.,Act 2,Scene 2
Cymbeline,IMO.,Act 2,Scene 3
Cymbeline,IMO.,Act 3,Scene 2
Cymbeline,IMO.,Act 3,Scene 4
Cymbeline,IMO.,Act 3,Scene 6
Cymbeline,IMO.,Act 4,Scene 2
Cymbeline,IMO.,Act 5,Scene 2
Cymbeline,IMO.,Act 5,Scene 5
Cymbeline,JACH.,Act 1,Scene 4
Cymbeline,JACH.,Act 1,Scene 6
Cymbeline,JACH.,Act 2,Scene 2
Cymbeline,JACH.,Act 5,Scene 2
Cymbeline,JACH.,Act 5,Scene 5
Cymbeline,JUP.,Act 5,Scene 4
Cymbeline,LADIES.,Act 1,Scene 5
Cymbeline,LADIES.,Act 5,Scene 5
Cymbeline,Lords,Act 1,Scene 1
Cymbeline,Lords,Act 3,Scene 5
Cymbeline,Lords,Act 5,Scene 5
Cymbeline,LUC.,Act 3,Scene 1
Cymbeline,LUC.,Act 3,Scene 5
Cymbeline,LUC.,Act 4,Scene 2
Cymbeline,LUC.,Act 5,Scene 2
Cymbeline,LUC.,Act 5,Scene 5
Cymbeline,MESS.,Act 2,Scene 3
Cymbeline,MESS.,Act 3,Scene 5
Cymbeline,MESS.,Act 5,Scene 4
Cymbeline,MOTH.,Act 5,Scene 4
Cymbeline,Musicians,Act 2,Scene 3
Cymbeline,Officers,Act 5,Scene 5
Cymbeline,PHI.,Act 1,Scene 4
Cymbeline,PHIL.,Act 4,Scene 2
Cymbeline,PHIL.,Act 5,Scene 5
Cymbeline,PIS.,Act 1,Scene 1
Cymbeline,PIS.,Act 1,Scene 3
Cymbeline,PIS.,Act 1,Scene 5
Cymbeline,PIS.,Act 1,Scene 6
Cymbeline,PIS.,Act 2,Scene 3
Cymbeline,PIS.,Act 3,Scene 2
Cymbeline,PIS.,Act 3,Scene 4
Cymbeline,PIS.,Act 3,Scene 5
Cymbeline,PIS.,Act 4,Scene 3
Cymbeline,PIS.,Act 5,Scene 3
Cymbeline,PIS.,Act 5,Scene 5
Cymbeline,POST.,Act 1,Scene 1
Cymbeline,POST.,Act 1,Scene 4
Cymbeline,POST.,Act 2,Scene 5
Cymbeline,POST.,Act 5,Scene 1
Cymbeline,POST.,Act 5,Scene 2
Cymbeline,POST.,Act 5,Scene 3
Cymbeline,POST.,Act 5,Scene 4
Cymbeline,POST.,Act 5,Scene 5
Cymbeline,QUEEN.,Act 1,Scene 1
Cymbeline,QUEEN.,Act 1,Scene 5
Cymbeline,QUEEN.,Act 2,Scene 3
Cymbeline,QUEEN.,Act 3,Scene 1
Cymbeline,QUEEN.,Act 3,Scene 5
Cymbeline,Roman captives,Act 5,Scene 3
Cymbeline,Roman prisoners,Act 5,Scene 5
Cymbeline,SICI.,Act 5,Scene 4
Cymbeline,SING.,Act 2,Scene 3
Cymbeline,SPANIARD.,Act 1,Scene 4
Cymbeline,TRI.,Act 3,Scene 7
Double Falsehood,1. GENT.,Act 4,Scene 2
Double Falsehood,1. SHEP.,Act 4,Scene 1
Double Falsehood,2. GENT.,Act 4,Scene 2
Double Falsehood,2. SHEP.,Act 4,Scene 1
Double Falsehood,ATT.,Act 5,Scene 2
Double Falsehood,CAM.,Act 1,Scene 2
Double Falsehood,CAM.,Act 2,Scene 3
Double Falsehood,CAM.,Act 3,Scene 3
Double Falsehood,CAM.,Act 5,Scene 2
Double Falsehood,CHURCH.,Act 3,Scene 2
Double Falsehood,CITIZ.,Act 2,Scene 4
Double Falsehood,CITIZ.,Act 3,Scene 1
Double Falsehood,CITIZ.,Act 3,Scene 3
Double Falsehood,D. BERN.,Act 1,Scene 2
Double Falsehood,D. BERN.,Act 2,Scene 3
Double Falsehood,D. BERN.,Act 2,Scene 4
Double Falsehood,D. BERN.,Act 3,Scene 2
Double Falsehood,D. BERN.,Act 3,Scene 3
Double Falsehood,D. BERN.,Act 5,Scene 2
Double Falsehood,DUKE.,Act 1,Scene 1
Double Falsehood,DUKE.,Act 5,Scene 2
Double Falsehood,FAB.,Act 2,Scene 1
Double Falsehood,GER.,Act 1,Scene 3
Double Falsehood,GER.,Act 2,Scene 2
Double Falsehood,HENR.,Act 1,Scene 3
Double Falsehood,HENR.,Act 2,Scene 1
Double Falsehood,HENR.,Act 2,Scene 3
Double Falsehood,HENR.,Act 3,Scene 2
Double Falsehood,HENR.,Act 4,Scene 1
Double Falsehood,HENR.,Act 5,Scene 1
Double Falsehood,HENR.,Act 5,Scene 2
Double Falsehood,JUL.,Act 1,Scene 2
Double Falsehood,JUL.,Act 3,Scene 1
Double Falsehood,JUL.,Act 3,Scene 2
Double Falsehood,JUL.,Act 4,Scene 1
Double Falsehood,JUL.,Act 4,Scene 2
Double Falsehood,JUL.,Act 5,Scene 2
Double Falsehood,LADIES.,Act 3,Scene 2
Double Falsehood,LEON.,Act 1,Scene 2
Double Falsehood,LEON.,Act 2,Scene 3
Double Falsehood,LEON.,Act 2,Scene 4
Double Falsehood,LEON.,Act 3,Scene 2
Double Falsehood,LEON.,Act 5,Scene 1
Double Falsehood,LEON.,Act 5,Scene 2
Double Falsehood,LOP.,Act 2,Scene 1
Double Falsehood,MAID.,Act 2,Scene 2
Double Falsehood,MAST.,Act 4,Scene 1
Double Falsehood,RODER.,Act 1,Scene 1
Double Falsehood,RODER.,Act 3,Scene 3
Double Falsehood,RODER.,Act 4,Scene 1
Double Falsehood,RODER.,Act 5,Scene 1
Double Falsehood,RODER.,Act 5,Scene 2
Double Falsehood,SERV.,Act 3,Scene 3
Double Falsehood,VIOL.,Act 1,Scene 3
Double Falsehood,VIOL.,Act 2,Scene 2
Double Falsehood,VIOL.,Act 3,Scene 3
Double Falsehood,VIOL.,Act 4,Scene 1
Double Falsehood,VIOL.,Act 4,Scene 2
Double Falsehood,VIOL.,Act 5,Scene 1
Edward III,1. ESQUIRE.,Act 4,Scene 8
Edward III,1. FR. CAPTAIN.,Act 4,Scene 2
Edward III,1. FR. HERALD.,Act 4,Scene 4
Edward III,1. FRENCH.,Act 3,Scene 2
Edward III,1. HERALD.,Act 3,Scene 3
Edward III,1. SCOT. MESS.,Act 1,Scene 2
Edward III,2. ESQUIRE.,Act 4,Scene 8
Edward III,2. FR. CAPTAIN.,Act 4,Scene 5
Edward III,2. FR. HERALD.,Act 4,Scene 4
Edward III,2. FRENCH.,Act 3,Scene 2
Edward III,2. HERALD.,Act 3,Scene 3
Edward III,2. SCOT. MESS.,Act 1,Scene 2
Edward III,3. FR. HERALD.,Act 4,Scene 4
Edward III,3. FRENCH.,Act 3,Scene 2
Edward III,3. HERALD.,Act 3,Scene 3
Edward III,4. FRENCH.,Act 3,Scene 2
Edward III,4. HERALD.,Act 3,Scene 3
Edward III,ALL. CIT. CAL.,Act 5,Scene 1
Edward III,ARTOIS.,Act 1,Scene 1
Edward III,ARTOIS.,Act 1,Scene 2
Edward III,ARTOIS.,Act 3,Scene 3
Edward III,ARTOIS.,Act 3,Scene 5
Edward III,ARTOIS.,Act 4,Scene 6
Edward III,ARTOIS.,Act 4,Scene 9
Edward III,ARTOIS.,Act 5,Scene 1
Edward III,AUDLEY.,Act 1,Scene 1
Edward III,AUDLEY.,Act 2,Scene 2
Edward III,AUDLEY.,Act 3,Scene 3
Edward III,AUDLEY.,Act 3,Scene 5
Edward III,AUDLEY.,Act 4,Scene 4
Edward III,AUDLEY.,Act 4,Scene 8
Edward III,AUDLEY.,Act 4,Scene 9
Edward III,AUDLEY.,Act 5,Scene 1
Edward III,CHARLES.,Act 3,Scene 1
Edward III,CHARLES.,Act 3,Scene 3
Edward III,CHARLES.,Act 4,Scene 3
Edward III,CHARLES.,Act 4,Scene 5
Edward III,CHARLES.,Act 4,Scene 7
Edward III,CHARLES.,Act 4,Scene 9
Edward III,Children,Act 3,Scene 2
Edward III,Citizens,Act 3,Scene 2
Edward III,COPLAND.,Act 5,Scene 1
Edward III,COUNTESS.,Act 1,Scene 2
Edward III,COUNTESS.,Act 2,Scene 1
Edward III,COUNTESS.,Act 2,Scene 2
Edward III,Danes,Act 3,Scene 1
Edward III,DERBY.,Act 1,Scene 1
Edward III,DERBY.,Act 2,Scene 2
Edward III,DERBY.,Act 3,Scene 3
Edward III,DERBY.,Act 3,Scene 5
Edward III,DERBY.,Act 4,Scene 2
Edward III,DERBY.,Act 5,Scene 1
Edward III,DOUGLAS.,Act 1,Scene 2
Edward III,ENG. HERALD.,Act 5,Scene 1
Edward III,FR. MARINER.,Act 3,Scene 1
Edward III,Frenchmen,Act 3,Scene 4
Edward III,Frenchmen,Act 4,Scene 2
Edward III,FRENCHWOMAN.,Act 3,Scene 2
Edward III,GOBIN.,Act 3,Scene 3
Edward III,KING DAVID.,Act 1,Scene 2
Edward III,KING DAVID.,Act 5,Scene 1
Edward III,KING EDWARD.,Act 1,Scene 1
Edward III,KING EDWARD.,Act 1,Scene 2
Edward III,KING EDWARD.,Act 2,Scene 1
Edward III,KING EDWARD.,Act 2,Scene 2
Edward III,KING EDWARD.,Act 3,Scene 3
Edward III,KING EDWARD.,Act 3,Scene 5
Edward III,KING EDWARD.,Act 4,Scene 2
Edward III,KING EDWARD.,Act 5,Scene 1
Edward III,KING JOHN.,Act 3,Scene 1
Edward III,KING JOHN.,Act 3,Scene 3
Edward III,KING JOHN.,Act 3,Scene 4
Edward III,KING JOHN.,Act 4,Scene 3
Edward III,KING JOHN.,Act 4,Scene 5
Edward III,KING JOHN.,Act 4,Scene 7
Edward III,KING JOHN.,Act 4,Scene 9
Edward III,KING JOHN.,Act 5,Scene 1
Edward III,KING OF BOHEMIA.,Act 3,Scene 1
Edward III,KING OF BOHEMIA.,Act 3,Scene 3
Edward III,KING OF BOHEMIA.,Act 3,Scene 5
Edward III,LODOWICK.,Act 2,Scene 1
Edward III,LODOWICK.,Act 2,Scene 2
Edward III,Lords,Act 1,Scene 1
Edward III,LORRAINE.,Act 1,Scene 1
Edward III,LORRAINE.,Act 1,Scene 2
Edward III,LORRAINE.,Act 3,Scene 1
Edward III,LORRAINE.,Act 3,Scene 3
Edward III,LORRAINE.,Act 3,Scene 4
Edward III,MOUNTAGUE.,Act 1,Scene 1
Edward III,MOUNTFORD.,Act 4,Scene 1
Edward III,PERCY.,Act 4,Scene 2
Edward III,PHILIP.,Act 3,Scene 1
Edward III,PHILIP.,Act 3,Scene 3
Edward III,PHILIP.,Act 4,Scene 5
Edward III,PHILIP.,Act 4,Scene 7
Edward III,PHILIP.,Act 4,Scene 9
Edward III,PHILIP.,Act 5,Scene 1
Edward III,POL. CAPTAIN.,Act 3,Scene 1
Edward III,POOR.,Act 4,Scene 2
Edward III,PRINCE EDWARD.,Act 1,Scene 1
Edward III,PRINCE EDWARD.,Act 2,Scene 2
Edward III,PRINCE EDWARD.,Act 3,Scene 3
Edward III,PRINCE EDWARD.,Act 3,Scene 4
Edward III,PRINCE EDWARD.,Act 3,Scene 5
Edward III,PRINCE EDWARD.,Act 4,Scene 4
Edward III,PRINCE EDWARD.,Act 4,Scene 6
Edward III,PRINCE EDWARD.,Act 4,Scene 9
Edward III,PRINCE EDWARD.,Act 5,Scene 1
Edward III,QUEEN PHILIP.,Act 5,Scene 1
Edward III,SALISBURY.,Act 4,Scene 1
Edward III,SALISBURY.,Act 4,Scene 5
Edward III,SALISBURY.,Act 5,Scene 1
Edward III,Soldiers,Act 3,Scene 1
Edward III,Soldiers,Act 3,Scene 3
Edward III,Soldiers,Act 4,Scene 2
Edward III,Soldiers,Act 5,Scene 1
Edward III,VILLIERS.,Act 4,Scene 1
Edward III,VILLIERS.,Act 4,Scene 3
Edward III,WARWICK.,Act 1,Scene 2
Edward III,WARWICK.,Act 2,Scene 1
Hamlet,1. AMB.,Act 5,Scene 2
Hamlet,1. CLO.,Act 5,Scene 1
Hamlet,1. PLAY.,Act 2,Scene 2
Hamlet,1. PLAY.,Act 3,Scene 2
Hamlet,1. SAIL.,Act 4,Scene 6
Hamlet,2. CLO.,Act 5,Scene 1
Hamlet,Attendants,Act 2,Scene 2
Hamlet,Attendants,Act 4,Scene 3
Hamlet,Attendants,Act 5,Scene 1
Hamlet,Attendants,Act 5,Scene 2
Hamlet,BAR.,Act 1,Scene 1
Hamlet,BAR.,Act 1,Scene 2
Hamlet,CAP.,Act 4,Scene 4
Hamlet,COR.,Act 1,Scene 2
Hamlet,COR.,Act 2,Scene 2
Hamlet,DOCTOR.,Act 5,Scene 1
Hamlet,FORT.,Act 4,Scene 4
Hamlet,FORT.,Act 5,Scene 2
Hamlet,FRAN.,Act 1,Scene 1
Hamlet,GENT.,Act 4,Scene 5
Hamlet,GENT.,Act 4,Scene 6
Hamlet,GHOST.,Act 1,Scene 1
Hamlet,GHOST.,Act 1,Scene 4
Hamlet,GHOST.,Act 1,Scene 5
Hamlet,GHOST.,Act 3,Scene 4
Hamlet,Guard,Act 3,Scene 2
Hamlet,GUIL.,Act 2,Scene 2
Hamlet,GUIL.,Act 3,Scene 1
Hamlet,GUIL.,Act 3,Scene 2
Hamlet,GUIL.,Act 3,Scene 3
Hamlet,GUIL.,Act 4,Scene 1
Hamlet,GUIL.,Act 4,Scene 2
Hamlet,GUIL.,Act 4,Scene 3
Hamlet,GUIL.,Act 4,Scene 4
Hamlet,HAM.,Act 1,Scene 2
Hamlet,HAM.,Act 1,Scene 4
Hamlet,HAM.,Act 1,Scene 5
Hamlet,HAM.,Act 2,Scene 2
Hamlet,HAM.,Act 3,Scene 1
Hamlet,HAM.,Act 3,Scene 2
Hamlet,HAM.,Act 3,Scene 3
Hamlet,HAM.,Act 3,Scene 4
Hamlet,HAM.,Act 4,Scene 2
Hamlet,HAM.,Act 4,Scene 3
Hamlet,HAM.,Act 4,Scene 4
Hamlet,HAM.,Act 5,Scene 1
Hamlet,HAM.,Act 5,Scene 2
Hamlet,HOR.,Act 1,Scene 1
Hamlet,HOR.,Act 1,Scene 2
Hamlet,HOR.,Act 1,Scene 4
Hamlet,HOR.,Act 1,Scene 5
Hamlet,HOR.,Act 3,Scene 2
Hamlet,HOR.,Act 4,Scene 5
Hamlet,HOR.,Act 4,Scene 6
Hamlet,HOR.,Act 5,Scene 1
Hamlet,HOR.,Act 5,Scene 2
Hamlet,KING.,Act 1,Scene 2
Hamlet,KING.,Act 2,Scene 2
Hamlet,KING.,Act 3,Scene 1
Hamlet,KING.,Act 3,Scene 2
Hamlet,KING.,Act 3,Scene 3
Hamlet,KING.,Act 4,Scene 1
Hamlet,KING.,Act 4,Scene 3
Hamlet,KING.,Act 4,Scene 5
Hamlet,KING.,Act 4,Scene 7
Hamlet,KING.,Act 5,Scene 1
Hamlet,KING.,Act 5,Scene 2
Hamlet,LAER.,Act 1,Scene 2
Hamlet,LAER.,Act 1,Scene 3
Hamlet,LAER.,Act 4,Scene 5
Hamlet,LAER.,Act 4,Scene 7
Hamlet,LAER.,Act 5,Scene 1
Hamlet,LAER.,Act 5,Scene 2
Hamlet,LAER. FOL.,Act 4,Scene 5
Hamlet,LORD.,Act 5,Scene 2
Hamlet,Lords,Act 3,Scene 1
Hamlet,Lords,Act 3,Scene 2
Hamlet,Lords,Act 5,Scene 1
Hamlet,MAR.,Act 1,Scene 1
Hamlet,MAR.,Act 1,Scene 2
Hamlet,MAR.,Act 1,Scene 4
Hamlet,MAR.,Act 1,Scene 5
Hamlet,MESS.,Act 4,Scene 5
Hamlet,MESS.,Act 4,Scene 7
Hamlet,OPH.,Act 1,Scene 3
Hamlet,OPH.,Act 2,Scene 1
Hamlet,OPH.,Act 3,Scene 1
Hamlet,OPH.,Act 3,Scene 2
Hamlet,OPH.,Act 4,Scene 5
Hamlet,OSR.,Act 5,Scene 2
Hamlet,P. LUC.,Act 2,Scene 2
Hamlet,P. LUC.,Act 3,Scene 2
Hamlet,P. PRO.,Act 2,Scene 2
Hamlet,P. PRO.,Act 3,Scene 2
Hamlet,P. QUEEN.,Act 2,Scene 2
Hamlet,P. QUEEN.,Act 3,Scene 2
Hamlet,POL.,Act 1,Scene 2
Hamlet,POL.,Act 1,Scene 3
Hamlet,POL.,Act 2,Scene 1
Hamlet,POL.,Act 2,Scene 2
Hamlet,POL.,Act 3,Scene 1
Hamlet,POL.,Act 3,Scene 2
Hamlet,POL.,Act 3,Scene 3
Hamlet,POL.,Act 3,Scene 4
Hamlet,QUEEN.,Act 1,Scene 2
Hamlet,QUEEN.,Act 2,Scene 2
Hamlet,QUEEN.,Act 3,Scene 1
Hamlet,QUEEN.,Act 3,Scene 2
Hamlet,QUEEN.,Act 3,Scene 4
Hamlet,QUEEN.,Act 4,Scene 1
Hamlet,QUEEN.,Act 4,Scene 5
Hamlet,QUEEN.,Act 4,Scene 7
Hamlet,QUEEN.,Act 5,Scene 1
Hamlet,QUEEN.,Act 5,Scene 2
Hamlet,REY.,Act 2,Scene 1
Hamlet,ROS.,Act 2,Scene 2
Hamlet,ROS.,Act 3,Scene 1
Hamlet,ROS.,Act 3,Scene 2
Hamlet,ROS.,Act 3,Scene 3
Hamlet,ROS.,Act 4,Scene 1
Hamlet,ROS.,Act 4,Scene 2
Hamlet,ROS.,Act 4,Scene 3
Hamlet,ROS.,Act 4,Scene 4
Hamlet,VOL.,Act 1,Scene 2
Hamlet,VOL.,Act 2,Scene 2
"Henry IV, Pt. 1",1. CAR.,Act 2,Scene 1
"Henry IV, Pt. 1",1. CAR.,Act 2,Scene 4
"Henry IV, Pt. 1",1. MESS.,Act 4,Scene 1
"Henry IV, Pt. 1",2. CAR.,Act 2,Scene 1
"Henry IV, Pt. 1",2. MESS.,Act 5,Scene 2
"Henry IV, Pt. 1",3. MESS.,Act 5,Scene 2
