title,alias_short,act,scene
"Henry IV, Pt. 2",GLOU.,Act 4,Scene 5
"Henry IV, Pt. 2",GLOU.,Act 5,Scene 2
"Henry IV, Pt. 2",GOW.,Act 2,Scene 1
"Henry IV, Pt. 2",HAR.,Act 4,Scene 4
"Henry IV, Pt. 2",HAST.,Act 1,Scene 3
"Henry IV, Pt. 2",HAST.,Act 4,Scene 1
"Henry IV, Pt. 2",HAST.,Act 4,Scene 2
"Henry IV, Pt. 2",HOST.,Act 2,Scene 1
"Henry IV, Pt. 2",HOST.,Act 2,Scene 4
"Henry IV, Pt. 2",HOST.,Act 5,Scene 4
"Henry IV, Pt. 2",K. HEN. PAGE,Act 3,Scene 1
"Henry IV, Pt. 2",KING.,Act 3,Scene 1
"Henry IV, Pt. 2",KING.,Act 4,Scene 4
"Henry IV, Pt. 2",KING.,Act 4,Scene 5
"Henry IV, Pt. 2",KING.,Act 5,Scene 5
"Henry IV, Pt. 2",L. BARD.,Act 1,Scene 1
"Henry IV, Pt. 2",L. BARD.,Act 1,Scene 3
"Henry IV, Pt. 2",L. BARD.,Act 4,Scene 1
"Henry IV, Pt. 2",LADY N.,Act 2,Scene 3
"Henry IV, Pt. 2",LADY P.,Act 2,Scene 3
"Henry IV, Pt. 2",Lord Chief Justice's Men,Act 2,Scene 1
"Henry IV, Pt. 2",MESS.,Act 4,Scene 1
"Henry IV, Pt. 2",MOR.,Act 1,Scene 1
"Henry IV, Pt. 2",MOUL.,Act 3,Scene 2
"Henry IV, Pt. 2",MOWB.,Act 1,Scene 3
"Henry IV, Pt. 2",MOWB.,Act 4,Scene 1
"Henry IV, Pt. 2",MOWB.,Act 4,Scene 2
"Henry IV, Pt. 2",Musicians,Act 2,Scene 4
"Henry IV, Pt. 2",NORTH.,Act 1,Scene 1
"Henry IV, Pt. 2",NORTH.,Act 2,Scene 3
"Henry IV, Pt. 2",OFFICER.,Act 2,Scene 1
"Henry IV, Pt. 2",OFFICER.,Act 4,Scene 2
"Henry IV, Pt. 2",Officers,Act 5,Scene 4
"Henry IV, Pt. 2",P. JOHN.,Act 4,Scene 1
"Henry IV, Pt. 2",P. JOHN.,Act 4,Scene 2
"Henry IV, Pt. 2",P. JOHN.,Act 4,Scene 3
"Henry IV, Pt. 2",P. JOHN.,Act 4,Scene 5
"Henry IV, Pt. 2",P. JOHN.,Act 5,Scene 2
"Henry IV, Pt. 2",P. JOHN.,Act 5,Scene 5
"Henry IV, Pt. 2",PAGE.,Act 1,Scene 2
"Henry IV, Pt. 2",PAGE.,Act 2,Scene 1
"Henry IV, Pt. 2",PAGE.,Act 2,Scene 2
"Henry IV, Pt. 2",PAGE.,Act 2,Scene 4
"Henry IV, Pt. 2",PAGE.,Act 5,Scene 1
"Henry IV, Pt. 2",PAGE.,Act 5,Scene 3
"Henry IV, Pt. 2",PAGE.,Act 5,Scene 5
"Henry IV, Pt. 2",PETO.,Act 2,Scene 4
"Henry IV, Pt. 2",PIST.,Act 2,Scene 4
"Henry IV, Pt. 2",PIST.,Act 5,Scene 3
"Henry IV, Pt. 2",PIST.,Act 5,Scene 5
"Henry IV, Pt. 2",POINS.,Act 2,Scene 2
"Henry IV, Pt. 2",POINS.,Act 2,Scene 4
"Henry IV, Pt. 2",PORT.,Act 1,Scene 1
"Henry IV, Pt. 2",PRINCE.,Act 2,Scene 2
"Henry IV, Pt. 2",PRINCE.,Act 2,Scene 4
"Henry IV, Pt. 2",PRINCE.,Act 4,Scene 5
"Henry IV, Pt. 2",PRINCE.,Act 5,Scene 2
"Henry IV, Pt. 2",RUM.,Act 1,Prologue
"Henry IV, Pt. 2",SERV.,Act 1,Scene 2
"Henry IV, Pt. 2",SERV.,Act 3,Scene 2
"Henry IV, Pt. 2",SHAD.,Act 3,Scene 2
"Henry IV, Pt. 2",SHAL.,Act 3,Scene 2
"Henry IV, Pt. 2",SHAL.,Act 5,Scene 1
"Henry IV, Pt. 2",SHAL.,Act 5,Scene 3
"Henry IV, Pt. 2",SHAL.,Act 5,Scene 5
"Henry IV, Pt. 2",SIL.,Act 3,Scene 2
"Henry IV, Pt. 2",SIL.,Act 5,Scene 3
"Henry IV, Pt. 2",SNARE.,Act 2,Scene 1
"Henry IV, Pt. 2",SNEAK.,Act 2,Scene 4
"Henry IV, Pt. 2",SURR.,Act 3,Scene 1
"Henry IV, Pt. 2",TRA.,Act 1,Scene 1
"Henry IV, Pt. 2",WAR.,Act 3,Scene 1
"Henry IV, Pt. 2",WAR.,Act 4,Scene 4
"Henry IV, Pt. 2",WAR.,Act 4,Scene 5
"Henry IV, Pt. 2",WAR.,Act 5,Scene 2
"Henry IV, Pt. 2",WART.,Act 3,Scene 2
"Henry IV, Pt. 2",WEST.,Act 4,Scene 1
"Henry IV, Pt. 2",WEST.,Act 4,Scene 2
"Henry IV, Pt. 2",WEST.,Act 4,Scene 3
"Henry IV, Pt. 2",WEST.,Act 4,Scene 4
"Henry IV, Pt. 2",WEST.,Act 5,Scene 2
Henry V,1. AMB.,Act 1,Scene 2
Henry V,ALICE.,Act 3,Scene 4
Henry V,ALICE.,Act 5,Scene 2
Henry V,Attendants,Act 1,Scene 2
Henry V,Attendants,Act 2,Scene 2
Henry V,BARD.,Act 2,Scene 1
Henry V,BARD.,Act 2,Scene 3
Henry V,BARD.,Act 3,Scene 2
Henry V,BATES.,Act 4,Scene 1
Henry V,BED.,Act 1,Scene 2
Henry V,BED.,Act 2,Scene 2
Henry V,BED.,Act 3,Scene 1
Henry V,BED.,Act 4,Scene 1
Henry V,BED.,Act 4,Scene 3
Henry V,BED.,Act 5,Scene 2
Henry V,BERRI.,Act 2,Scene 4
Henry V,BOUR.,Act 4,Scene 5
Henry V,BOUR.,Act 4,Scene 7
Henry V,BOY.,Act 2,Scene 1
Henry V,BOY.,Act 2,Scene 3
Henry V,BOY.,Act 3,Scene 2
Henry V,BOY.,Act 4,Scene 4
Henry V,BRIT.,Act 2,Scene 4
Henry V,BRIT.,Act 3,Scene 5
Henry V,BUR.,Act 5,Scene 2
Henry V,CAM.,Act 2,Scene 2
Henry V,CANT.,Act 1,Scene 1
Henry V,CANT.,Act 1,Scene 2
Henry V,CHORUS.,0,Epilogue
Henry V,CHORUS.,Act 1,Prologue
Henry V,CHORUS.,Act 2,Prologue
Henry V,CHORUS.,Act 3,Prologue
Henry V,CHORUS.,Act 4,Prologue
Henry V,CHORUS.,Act 5,Prologue
Henry V,Citizens,Act 3,Scene 3
Henry V,CLAR.,Act 1,Scene 2
Henry V,CON.,Act 2,Scene 4
Henry V,CON.,Act 3,Scene 5
Henry V,CON.,Act 3,Scene 7
Henry V,CON.,Act 4,Scene 2
Henry V,CON.,Act 4,Scene 5
Henry V,COURT.,Act 4,Scene 1
Henry V,DAU.,Act 2,Scene 4
Henry V,DAU.,Act 3,Scene 5
Henry V,DAU.,Act 3,Scene 7
Henry V,DAU.,Act 4,Scene 2
Henry V,DAU.,Act 4,Scene 5
Henry V,ELY.,Act 1,Scene 1
Henry V,ELY.,Act 1,Scene 2
Henry V,English Captain,Act 3,Scene 6
Henry V,ERP.,Act 4,Scene 1
Henry V,ERP.,Act 4,Scene 3
Henry V,EXE.,Act 1,Scene 2
Henry V,EXE.,Act 2,Scene 2
Henry V,EXE.,Act 2,Scene 4
Henry V,EXE.,Act 3,Scene 1
Henry V,EXE.,Act 3,Scene 3
Henry V,EXE.,Act 4,Scene 3
Henry V,EXE.,Act 4,Scene 6
Henry V,EXE.,Act 4,Scene 7
Henry V,EXE.,Act 4,Scene 8
Henry V,EXE.,Act 5,Scene 2
Henry V,FLU.,Act 3,Scene 2
Henry V,FLU.,Act 3,Scene 6
Henry V,FLU.,Act 4,Scene 1
Henry V,FLU.,Act 4,Scene 7
Henry V,FLU.,Act 4,Scene 8
Henry V,FLU.,Act 5,Scene 1
Henry V,FR. ATT.,Act 2,Scene 4
Henry V,FR. ATT.,Act 3,Scene 7
Henry V,FR. KING.,Act 2,Scene 4
Henry V,FR. KING.,Act 3,Scene 5
Henry V,FR. KING.,Act 5,Scene 2
Henry V,FR. MESS.,Act 4,Scene 2
Henry V,FR. SOLD.,Act 4,Scene 4
Henry V,French Power,Act 5,Scene 2
Henry V,GLOU.,Act 1,Scene 2
Henry V,GLOU.,Act 3,Scene 1
Henry V,GLOU.,Act 3,Scene 6
Henry V,GLOU.,Act 4,Scene 1
Henry V,GLOU.,Act 4,Scene 3
Henry V,GLOU.,Act 4,Scene 7
Henry V,GLOU.,Act 4,Scene 8
Henry V,GLOU.,Act 5,Scene 2
Henry V,GOV.,Act 3,Scene 3
Henry V,GOW.,Act 3,Scene 2
Henry V,GOW.,Act 3,Scene 6
Henry V,GOW.,Act 4,Scene 1
Henry V,GOW.,Act 4,Scene 7
Henry V,GOW.,Act 4,Scene 8
Henry V,GOW.,Act 5,Scene 1
Henry V,GRAND.,Act 4,Scene 2
Henry V,GREY.,Act 2,Scene 2
Henry V,HER.,Act 4,Scene 8
Henry V,Heralds,Act 4,Scene 7
Henry V,HOST.,Act 2,Scene 1
Henry V,HOST.,Act 2,Scene 3
Henry V,JAMY.,Act 3,Scene 2
Henry V,K. HEN.,Act 1,Scene 2
Henry V,K. HEN.,Act 2,Scene 2
Henry V,K. HEN.,Act 3,Scene 1
Henry V,K. HEN.,Act 3,Scene 3
Henry V,K. HEN.,Act 3,Scene 6
Henry V,K. HEN.,Act 4,Scene 1
Henry V,K. HEN.,Act 4,Scene 3
Henry V,K. HEN.,Act 4,Scene 6
Henry V,K. HEN.,Act 4,Scene 7
Henry V,K. HEN.,Act 4,Scene 8
Henry V,K. HEN.,Act 5,Scene 2
Henry V,KATH.,Act 3,Scene 4
Henry V,KATH.,Act 5,Scene 2
Henry V,Lords,Act 2,Scene 4
Henry V,Lords,Act 5,Scene 2
Henry V,LORDS.,Act 5,Scene 2
Henry V,MAC.,Act 3,Scene 2
Henry V,MONT.,Act 3,Scene 6
Henry V,MONT.,Act 4,Scene 3
Henry V,MONT.,Act 4,Scene 7
Henry V,NYM.,Act 2,Scene 1
Henry V,NYM.,Act 2,Scene 3
Henry V,NYM.,Act 3,Scene 2
Henry V,ORL.,Act 3,Scene 7
Henry V,ORL.,Act 4,Scene 2
Henry V,ORL.,Act 4,Scene 5
Henry V,PIST.,Act 2,Scene 1
Henry V,PIST.,Act 2,Scene 3
Henry V,PIST.,Act 3,Scene 2
Henry V,PIST.,Act 3,Scene 6
Henry V,PIST.,Act 4,Scene 1
Henry V,PIST.,Act 4,Scene 4
Henry V,PIST.,Act 5,Scene 1
Henry V,Q. ISA.,Act 5,Scene 2
Henry V,RAM.,Act 3,Scene 7
Henry V,RAM.,Act 4,Scene 2
Henry V,RAM.,Act 4,Scene 5
Henry V,SAL.,Act 4,Scene 3
Henry V,SCROOP.,Act 2,Scene 2
Henry V,Soldiers,Act 3,Scene 1
Henry V,Soldiers,Act 3,Scene 6
Henry V,Soldiers,Act 4,Scene 1
Henry V,WAR.,Act 1,Scene 2
Henry V,WAR.,Act 4,Scene 7
Henry V,WAR.,Act 4,Scene 8
Henry V,WAR.,Act 5,Scene 2
Henry V,Welsh Captain,Act 3,Scene 6
Henry V,WEST.,Act 1,Scene 2
Henry V,WEST.,Act 2,Scene 2
Henry V,WEST.,Act 4,Scene 3
Henry V,WEST.,Act 5,Scene 2
Henry V,WILL.,Act 4,Scene 1
Henry V,WILL.,Act 4,Scene 7
Henry V,WILL.,Act 4,Scene 8
Henry V,YORK.,Act 4,Scene 3
"Henry VI, Pt. 1",1. GLOU. SERV. ATT.,Act 1,Scene 3
"Henry VI, Pt. 1",1. GLOU. SERV. ATT.,Act 3,Scene 1
"Henry VI, Pt. 1",1. KEEPER.,Act 2,Scene 5
"Henry VI, Pt. 1",1. MESS.,Act 1,Scene 1
"Henry VI, Pt. 1",1. SENT.,Act 2,Scene 1
"Henry VI, Pt. 1",1. SOLD.,Act 3,Scene 2
"Henry VI, Pt. 1",1. WARDER,Act 1,Scene 3
"Henry VI, Pt. 1",2. GLOU. SERV. ATT.,Act 3,Scene 1
"Henry VI, Pt. 1",2. KEEPER.,Act 2,Scene 5
"Henry VI, Pt. 1",2. MESS.,Act 1,Scene 1
"Henry VI, Pt. 1",2. SENT.,Act 2,Scene 1
"Henry VI, Pt. 1",2. WARDER,Act 1,Scene 3
"Henry VI, Pt. 1",3. MESS.,Act 1,Scene 1
"Henry VI, Pt. 1",4. MESS.,Act 1,Scene 4
"Henry VI, Pt. 1",5. MESS.,Act 4,Scene 3
"Henry VI, Pt. 1",ALAN.,Act 1,Scene 2
"Henry VI, Pt. 1",ALAN.,Act 1,Scene 6
"Henry VI, Pt. 1",ALAN.,Act 2,Scene 1
"Henry VI, Pt. 1",ALAN.,Act 3,Scene 2
"Henry VI, Pt. 1",ALAN.,Act 3,Scene 3
"Henry VI, Pt. 1",ALAN.,Act 4,Scene 7
"Henry VI, Pt. 1",ALAN.,Act 5,Scene 2
"Henry VI, Pt. 1",ALAN.,Act 5,Scene 4
"Henry VI, Pt. 1",AMB. ARM.,Act 5,Scene 1
"Henry VI, Pt. 1",AMB. EMP.,Act 5,Scene 1
"Henry VI, Pt. 1",BAS.,Act 3,Scene 4
"Henry VI, Pt. 1",BAS.,Act 4,Scene 1
"Henry VI, Pt. 1",BAST.,Act 1,Scene 2
"Henry VI, Pt. 1",BAST.,Act 2,Scene 1
"Henry VI, Pt. 1",BAST.,Act 3,Scene 2
"Henry VI, Pt. 1",BAST.,Act 3,Scene 3
"Henry VI, Pt. 1",BAST.,Act 4,Scene 7
"Henry VI, Pt. 1",BAST.,Act 5,Scene 2
"Henry VI, Pt. 1",BAST.,Act 5,Scene 4
"Henry VI, Pt. 1",BED.,Act 1,Scene 1
"Henry VI, Pt. 1",BED.,Act 2,Scene 1
"Henry VI, Pt. 1",BED.,Act 2,Scene 2
"Henry VI, Pt. 1",BED.,Act 3,Scene 2
"Henry VI, Pt. 1",BUR.,Act 2,Scene 1
"Henry VI, Pt. 1",BUR.,Act 2,Scene 2
"Henry VI, Pt. 1",BUR.,Act 3,Scene 2
"Henry VI, Pt. 1",BUR.,Act 3,Scene 3
"Henry VI, Pt. 1",BUR.,Act 4,Scene 7
"Henry VI, Pt. 1",BUR.,Act 5,Scene 2
"Henry VI, Pt. 1",BUR.,Act 5,Scene 3
"Henry VI, Pt. 1",CAPT.,Act 2,Scene 2
"Henry VI, Pt. 1",CAPT.,Act 3,Scene 2
"Henry VI, Pt. 1",CAPT.,Act 4,Scene 4
"Henry VI, Pt. 1",CAR.,Act 5,Scene 4
"Henry VI, Pt. 1",CHAR.,Act 1,Scene 2
"Henry VI, Pt. 1",CHAR.,Act 1,Scene 5
"Henry VI, Pt. 1",CHAR.,Act 1,Scene 6
"Henry VI, Pt. 1",CHAR.,Act 2,Scene 1
"Henry VI, Pt. 1",CHAR.,Act 3,Scene 2
"Henry VI, Pt. 1",CHAR.,Act 3,Scene 3
"Henry VI, Pt. 1",CHAR.,Act 4,Scene 7
"Henry VI, Pt. 1",CHAR.,Act 5,Scene 2
"Henry VI, Pt. 1",CHAR.,Act 5,Scene 4
"Henry VI, Pt. 1",COUNT.,Act 2,Scene 3
"Henry VI, Pt. 1",ENG. SOLD.,Act 2,Scene 1
"Henry VI, Pt. 1",Englishmen,Act 1,Scene 5
"Henry VI, Pt. 1",EXE.,Act 1,Scene 1
"Henry VI, Pt. 1",EXE.,Act 3,Scene 1
"Henry VI, Pt. 1",EXE.,Act 3,Scene 4
"Henry VI, Pt. 1",EXE.,Act 4,Scene 1
"Henry VI, Pt. 1",EXE.,Act 5,Scene 1
"Henry VI, Pt. 1",EXE.,Act 5,Scene 5
"Henry VI, Pt. 1",FAL.,Act 3,Scene 2
"Henry VI, Pt. 1",FAL.,Act 4,Scene 1
"Henry VI, Pt. 1",FIENDS.,Act 5,Scene 3
"Henry VI, Pt. 1",FR. HER.,Act 4,Scene 7
"Henry VI, Pt. 1",FR. SERG.,Act 2,Scene 1
"Henry VI, Pt. 1",GAR.,Act 1,Scene 4
"Henry VI, Pt. 1",GEN.,Act 4,Scene 2
"Henry VI, Pt. 1",GLAN.,Act 1,Scene 4
"Henry VI, Pt. 1",GLOU.,Act 1,Scene 1
"Henry VI, Pt. 1",GLOU.,Act 1,Scene 3
"Henry VI, Pt. 1",GLOU.,Act 3,Scene 1
"Henry VI, Pt. 1",GLOU.,Act 3,Scene 4
"Henry VI, Pt. 1",GLOU.,Act 4,Scene 1
"Henry VI, Pt. 1",GLOU.,Act 5,Scene 1
"Henry VI, Pt. 1",GLOU.,Act 5,Scene 5
"Henry VI, Pt. 1",GOV. PARIS.,Act 4,Scene 1
"Henry VI, Pt. 1",Heralds,Act 1,Scene 1
"Henry VI, Pt. 1",JOHN.,Act 4,Scene 5
"Henry VI, Pt. 1",JOHN.,Act 4,Scene 6
"Henry VI, Pt. 1",JOHN.,Act 4,Scene 7
"Henry VI, Pt. 1",King Henry the Fifth,Act 1,Scene 1
"Henry VI, Pt. 1",KING.,Act 3,Scene 1
"Henry VI, Pt. 1",KING.,Act 3,Scene 4
"Henry VI, Pt. 1",KING.,Act 4,Scene 1
"Henry VI, Pt. 1",KING.,Act 5,Scene 1
"Henry VI, Pt. 1",KING.,Act 5,Scene 5
"Henry VI, Pt. 1",LAW.,Act 2,Scene 4
"Henry VI, Pt. 1",LUCY.,Act 4,Scene 3
"Henry VI, Pt. 1",LUCY.,Act 4,Scene 4
"Henry VI, Pt. 1",LUCY.,Act 4,Scene 7
"Henry VI, Pt. 1",M. GUN.,Act 1,Scene 4
"Henry VI, Pt. 1",M. GUN. BOY.,Act 1,Scene 4
"Henry VI, Pt. 1",MAR.,Act 5,Scene 3
"Henry VI, Pt. 1",MAY.,Act 1,Scene 3
"Henry VI, Pt. 1",MAY.,Act 3,Scene 1
"Henry VI, Pt. 1",MESS. COUNT.,Act 2,Scene 2
"Henry VI, Pt. 1",MESS. COUNT.,Act 2,Scene 3
"Henry VI, Pt. 1",MOR.,Act 2,Scene 5
"Henry VI, Pt. 1",OFF.,Act 1,Scene 3
"Henry VI, Pt. 1",PAP.,Act 5,Scene 1
"Henry VI, Pt. 1",PLAN.,Act 2,Scene 4
"Henry VI, Pt. 1",PLAN.,Act 2,Scene 5
"Henry VI, Pt. 1",PLAN.,Act 3,Scene 1
"Henry VI, Pt. 1",PORT.,Act 2,Scene 3
"Henry VI, Pt. 1",PUC.,Act 1,Scene 2
"Henry VI, Pt. 1",PUC.,Act 1,Scene 5
"Henry VI, Pt. 1",PUC.,Act 1,Scene 6
"Henry VI, Pt. 1",PUC.,Act 2,Scene 1
"Henry VI, Pt. 1",PUC.,Act 3,Scene 2
"Henry VI, Pt. 1",PUC.,Act 3,Scene 3
"Henry VI, Pt. 1",PUC.,Act 4,Scene 7
"Henry VI, Pt. 1",PUC.,Act 5,Scene 2
"Henry VI, Pt. 1",PUC.,Act 5,Scene 3
"Henry VI, Pt. 1",PUC.,Act 5,Scene 4
"Henry VI, Pt. 1",REIG.,Act 1,Scene 2
"Henry VI, Pt. 1",REIG.,Act 1,Scene 6
"Henry VI, Pt. 1",REIG.,Act 2,Scene 1
"Henry VI, Pt. 1",REIG.,Act 3,Scene 2
"Henry VI, Pt. 1",REIG.,Act 5,Scene 2
"Henry VI, Pt. 1",REIG.,Act 5,Scene 3
"Henry VI, Pt. 1",REIG.,Act 5,Scene 4
"Henry VI, Pt. 1",SAL.,Act 1,Scene 4
"Henry VI, Pt. 1",SCOUT.,Act 5,Scene 2
"Henry VI, Pt. 1",SHEP.,Act 5,Scene 4
"Henry VI, Pt. 1",SOLD. WATCH.,Act 3,Scene 2
"Henry VI, Pt. 1",Soldiers,Act 1,Scene 2
"Henry VI, Pt. 1",Soldiers,Act 1,Scene 6
"Henry VI, Pt. 1",SOM.,Act 1,Scene 1
"Henry VI, Pt. 1",SOM.,Act 2,Scene 4
"Henry VI, Pt. 1",SOM.,Act 3,Scene 1
"Henry VI, Pt. 1",SOM.,Act 3,Scene 4
"Henry VI, Pt. 1",SOM.,Act 4,Scene 1
"Henry VI, Pt. 1",SOM.,Act 4,Scene 4
"Henry VI, Pt. 1",SUF.,Act 2,Scene 4
"Henry VI, Pt. 1",SUF.,Act 3,Scene 1
"Henry VI, Pt. 1",SUF.,Act 3,Scene 4
"Henry VI, Pt. 1",SUF.,Act 4,Scene 1
"Henry VI, Pt. 1",SUF.,Act 5,Scene 3
"Henry VI, Pt. 1",SUF.,Act 5,Scene 5
"Henry VI, Pt. 1",TAL.,Act 1,Scene 4
"Henry VI, Pt. 1",TAL.,Act 1,Scene 5
"Henry VI, Pt. 1",TAL.,Act 2,Scene 1
"Henry VI, Pt. 1",TAL.,Act 2,Scene 2
"Henry VI, Pt. 1",TAL.,Act 2,Scene 3
"Henry VI, Pt. 1",TAL.,Act 3,Scene 2
"Henry VI, Pt. 1",TAL.,Act 3,Scene 4
"Henry VI, Pt. 1",TAL.,Act 4,Scene 1
"Henry VI, Pt. 1",TAL.,Act 4,Scene 2
"Henry VI, Pt. 1",TAL.,Act 4,Scene 5
"Henry VI, Pt. 1",TAL.,Act 4,Scene 6
"Henry VI, Pt. 1",TAL.,Act 4,Scene 7
"Henry VI, Pt. 1",TAL. SERV.,Act 4,Scene 7
"Henry VI, Pt. 1",TAL. TRUMP.,Act 4,Scene 2
"Henry VI, Pt. 1",Talbot's Soldiers,Act 2,Scene 3
"Henry VI, Pt. 1",Talbot's Soldiers,Act 3,Scene 4
"Henry VI, Pt. 1",Talbot's Soldiers,Act 4,Scene 7
"Henry VI, Pt. 1",VER.,Act 2,Scene 4
"Henry VI, Pt. 1",VER.,Act 3,Scene 4
"Henry VI, Pt. 1",VER.,Act 4,Scene 1
"Henry VI, Pt. 1",WAR.,Act 1,Scene 1
"Henry VI, Pt. 1",WAR.,Act 2,Scene 4
"Henry VI, Pt. 1",WAR.,Act 3,Scene 1
"Henry VI, Pt. 1",WAR.,Act 3,Scene 4
"Henry VI, Pt. 1",WAR.,Act 4,Scene 1
"Henry VI, Pt. 1",WAR.,Act 5,Scene 4
"Henry VI, Pt. 1",WIN.,Act 1,Scene 1
"Henry VI, Pt. 1",WIN.,Act 1,Scene 3
"Henry VI, Pt. 1",WIN.,Act 3,Scene 1
"Henry VI, Pt. 1",WIN.,Act 3,Scene 4
"Henry VI, Pt. 1",WIN.,Act 4,Scene 1
"Henry VI, Pt. 1",WIN.,Act 5,Scene 1
"Henry VI, Pt. 1",WIN. SERV. ATT.,Act 3,Scene 1
"Henry VI, Pt. 1",WOODV.,Act 1,Scene 3
"Henry VI, Pt. 1",York's Soldiers,Act 4,Scene 3
"Henry VI, Pt. 1",YORK.,Act 3,Scene 4
"Henry VI, Pt. 1",YORK.,Act 4,Scene 1
"Henry VI, Pt. 1",YORK.,Act 4,Scene 3
"Henry VI, Pt. 1",YORK.,Act 5,Scene 3
"Henry VI, Pt. 1",YORK.,Act 5,Scene 4
"Henry VI, Pt. 2",1. COMMON.,Act 3,Scene 2
"Henry VI, Pt. 2",1. GENT.,Act 4,Scene 1
"Henry VI, Pt. 2",1. LOND. CIT.,Act 4,Scene 5
"Henry VI, Pt. 2",1. MUR.,Act 3,Scene 2
"Henry VI, Pt. 2",1. NEIGH.,Act 2,Scene 3
"Henry VI, Pt. 2",1. PETIT.,Act 1,Scene 3
"Henry VI, Pt. 2",1. PREN.,Act 2,Scene 3
"Henry VI, Pt. 2",1. ROYAL MESS.,Act 1,Scene 2
"Henry VI, Pt. 2",2. GENT.,Act 4,Scene 1
"Henry VI, Pt. 2",2. MUR.,Act 3,Scene 2
"Henry VI, Pt. 2",2. NEIGH.,Act 2,Scene 3
"Henry VI, Pt. 2",2. PETIT.,Act 1,Scene 3
"Henry VI, Pt. 2",2. PREN.,Act 2,Scene 3
"Henry VI, Pt. 2",2. ROYAL MESS.,Act 4,Scene 4
"Henry VI, Pt. 2",3. NEIGH.,Act 2,Scene 3
"Henry VI, Pt. 2",3. PREN.,Act 2,Scene 3
"Henry VI, Pt. 2",3. ROYAL MESS.,Act 4,Scene 4
"Henry VI, Pt. 2",4. ROYAL MESS.,Act 4,Scene 9
"Henry VI, Pt. 2",BEAD.,Act 2,Scene 1
"Henry VI, Pt. 2",BEVIS.,Act 4,Scene 2
"Henry VI, Pt. 2",BEVIS.,Act 4,Scene 7
"Henry VI, Pt. 2",BOLING.,Act 1,Scene 4
"Henry VI, Pt. 2",BOLING.,Act 2,Scene 3
"Henry VI, Pt. 2",BRO.,Act 4,Scene 2
"Henry VI, Pt. 2",BUCK.,Act 1,Scene 1
"Henry VI, Pt. 2",BUCK.,Act 1,Scene 3
"Henry VI, Pt. 2",BUCK.,Act 1,Scene 4
"Henry VI, Pt. 2",BUCK.,Act 2,Scene 1
"Henry VI, Pt. 2",BUCK.,Act 3,Scene 1
"Henry VI, Pt. 2",BUCK.,Act 4,Scene 4
"Henry VI, Pt. 2",BUCK.,Act 4,Scene 8
"Henry VI, Pt. 2",BUCK.,Act 4,Scene 9
"Henry VI, Pt. 2",BUCK.,Act 5,Scene 1
"Henry VI, Pt. 2",Buckingham and York's Guard,Act 1,Scene 4
"Henry VI, Pt. 2",CADE.,Act 4,Scene 10
"Henry VI, Pt. 2",CADE.,Act 4,Scene 2
"Henry VI, Pt. 2",CADE.,Act 4,Scene 3
"Henry VI, Pt. 2",CADE.,Act 4,Scene 6
"Henry VI, Pt. 2",CADE.,Act 4,Scene 7
"Henry VI, Pt. 2",CADE.,Act 4,Scene 8
"Henry VI, Pt. 2",CAR.,Act 1,Scene 1
"Henry VI, Pt. 2",CAR.,Act 1,Scene 3
"Henry VI, Pt. 2",CAR.,Act 2,Scene 1
"Henry VI, Pt. 2",CAR.,Act 3,Scene 1
"Henry VI, Pt. 2",CAR.,Act 3,Scene 2
"Henry VI, Pt. 2",CAR.,Act 3,Scene 3
"Henry VI, Pt. 2",CLERK. CHAT.,Act 4,Scene 2
"Henry VI, Pt. 2",CLIF.,Act 4,Scene 8
"Henry VI, Pt. 2",CLIF.,Act 4,Scene 9
"Henry VI, Pt. 2",CLIF.,Act 5,Scene 1
"Henry VI, Pt. 2",CLIF.,Act 5,Scene 2
"Henry VI, Pt. 2",DICK.,Act 4,Scene 2
"Henry VI, Pt. 2",DICK.,Act 4,Scene 3
"Henry VI, Pt. 2",DICK.,Act 4,Scene 6
"Henry VI, Pt. 2",DUCH.,Act 1,Scene 2
"Henry VI, Pt. 2",DUCH.,Act 1,Scene 3
"Henry VI, Pt. 2",DUCH.,Act 1,Scene 4
"Henry VI, Pt. 2",DUCH.,Act 2,Scene 3
"Henry VI, Pt. 2",DUCH.,Act 2,Scene 4
"Henry VI, Pt. 2",EDW.,Act 5,Scene 1
"Henry VI, Pt. 2",FALC.,Act 2,Scene 1
"Henry VI, Pt. 2",GLOU.,Act 1,Scene 1
"Henry VI, Pt. 2",GLOU.,Act 1,Scene 2
"Henry VI, Pt. 2",GLOU.,Act 1,Scene 3
"Henry VI, Pt. 2",GLOU.,Act 2,Scene 1
"Henry VI, Pt. 2",GLOU.,Act 2,Scene 3
"Henry VI, Pt. 2",GLOU.,Act 2,Scene 4
"Henry VI, Pt. 2",GLOU.,Act 3,Scene 1
"Henry VI, Pt. 2",GLOU.,Act 3,Scene 2
"Henry VI, Pt. 2",GLOU. SERV.,Act 1,Scene 4
"Henry VI, Pt. 2",GLOU. SERV.,Act 2,Scene 4
"Henry VI, Pt. 2",GOFF.,Act 4,Scene 7
"Henry VI, Pt. 2",Guard,Act 2,Scene 3
"Henry VI, Pt. 2",HER.,Act 2,Scene 4
"Henry VI, Pt. 2",HOLL.,Act 4,Scene 2
"Henry VI, Pt. 2",HOR.,Act 2,Scene 3
"Henry VI, Pt. 2",HUME.,Act 1,Scene 2
